Student_ID,Age,Gender,Education_Level,Daily_Social_Media_Hours,Daily_AI_Tool_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Physical_Health_Score
STU_11708,23,Male,University,5.47,2.5,4.75,0,77.38,72.05
STU_11709,24,Male,University,4.72,5.41,5.46,2.98,76.4,97.28
STU_11710,15,Male,High School,8.21,0,5.05,0.01,49.99,74.3
STU_11711,15,Male,High School,3.63,1.41,5.42,1.26,67.95,98.61
STU_11712,17,Male,High School,3.24,4.02,6.69,0.92,82.01,87.38
STU_11713,23,Female,University,4.08,0.7,6.38,0.12,59.31,73.79
STU_11714,22,Female,University,3.47,2.46,7.87,0.54,73.4,84.79
STU_11715,15,Female,High School,2.92,4.23,7.23,0.23,80.25,95.09
STU_11716,20,Female,College,0.42,3.69,7.51,0,80.46,98.11
STU_11717,22,Female,University,1.62,3.73,8.72,0.83,81.97,97
STU_11718,25,Male,University,4.2,2.13,6.19,1.92,46.29,98.19
STU_11719,24,Male,University,1.23,2.72,8.64,3.45,79.95,98.81
STU_11720,20,Male,College,5.91,2.8,6.4,1.27,69.93,99.5
STU_11721,14,Female,High School,5.42,1.54,7.07,0.2,77.9,90.32
STU_11722,24,Female,University,2.83,4,8.59,2.22,80,76.51
STU_11723,16,Female,High School,4.37,0.15,8.33,0.9,66.56,89.28
STU_11724,22,Male,University,4.02,1.3,6.6,1.42,83.74,78.88
STU_11725,25,Female,University,0,4.01,7.73,2.93,79.9,99.04
STU_11726,13,Male,High School,5.61,0,6.19,2.07,63.96,96.93
STU_11727,16,Male,High School,3.01,2.76,7.38,0,82.33,84.4
STU_11728,24,Female,University,2.06,4.48,7.6,1.67,77.86,97.35
STU_11729,25,Male,University,6.2,1.12,5.48,0.51,67.08,66.08
STU_11730,25,Male,University,5.11,3.24,6.13,1.18,57.76,79.73
STU_11731,23,Female,University,6.78,2.72,8.45,0,73.21,76.33
STU_11732,25,Female,University,4.21,3.68,6.75,1.02,58.8,91.77
STU_11733,16,Male,High School,5.04,2.53,7.12,0,78.66,97.6
STU_11734,22,Male,University,6.5,4.57,6.22,1.86,79.28,79.84
STU_11735,21,Female,College,8.69,3.17,4.64,2.29,59.88,87.52
STU_11736,15,Male,High School,3.72,4.05,4.04,0.35,72.53,72.21
STU_11737,14,Male,High School,5.12,3.96,6.9,2.92,79.21,97.03
STU_11738,21,Male,College,5.93,4.94,4.29,1.88,70.34,98.21
STU_11739,21,Female,College,5.91,0.76,6.33,1.81,80.68,91.07
STU_11740,13,Male,High School,3.22,0.27,7.59,1.64,82.85,89.22
STU_11741,18,Male,College,4.22,4.38,6.07,2.02,76.12,98.79
STU_11742,22,Male,University,5.91,2.79,5.31,2.07,71.38,86.3
STU_11743,20,Male,College,4.94,5.87,6.56,0,41.14,72.39
STU_11744,15,Male,High School,9.29,0,5.55,1.37,68.33,86.61
STU_11745,23,Female,University,3.73,2.37,7.84,3.32,78.26,97.4
STU_11746,21,Female,College,2.5,2.47,6.81,1.4,69.75,99.53
STU_11747,14,Female,High School,5.71,4.11,6.38,2.05,83.51,91.58
STU_11748,18,Female,College,2.15,6.01,7.97,0.84,82.55,86.94
STU_11749,13,Female,High School,3.35,2.51,6.41,0,71.05,77.1
STU_11750,25,Female,University,4.7,3.26,5.04,0.2,62.55,96.25
STU_11751,19,Female,College,4.42,0,5.12,4.28,77.51,96.33
STU_11752,15,Female,High School,4.35,3.02,6.84,4.23,77.41,99.2
STU_11753,19,Male,College,3.09,3.03,6.97,0.89,76.52,96.35
STU_11754,16,Male,High School,5.42,1.47,6.79,1.49,73.86,72.96
STU_11755,21,Non-binary,College,9.93,3.04,6.64,2.35,67.72,92.51
STU_11756,17,Female,High School,6.57,2.95,6.08,1.07,59.89,80.81
STU_11757,15,Female,High School,0,5.41,9.75,2.28,72.25,97.57
STU_11758,20,Non-binary,College,3.48,1.13,7.66,3.54,87.37,98.8
STU_11759,18,Female,College,5.83,0.9,6.27,1.54,82,86.96
STU_11760,14,Female,High School,0.76,0.97,5.45,2.09,80.91,96.71
STU_11761,15,Male,High School,0,1.72,6.46,1.4,87.41,87.02
STU_11762,20,Female,College,2.69,0,8.6,0.43,69.28,79.39
STU_11763,22,Female,University,2.48,2.03,8.63,2.44,84.21,98.99
STU_11764,19,Non-binary,College,8.6,2.56,7.34,2.47,75.47,98.97
STU_11765,22,Female,University,5.39,5.2,5.21,0.2,64.95,58.13
STU_11766,18,Female,College,4.14,2.28,6.76,0,78.43,81.89
STU_11767,13,Female,High School,3.71,4.78,7.05,0,68.01,93.81
STU_11768,21,Male,College,5.63,3.99,7.91,1.4,59.57,98.41
STU_11769,15,Male,High School,5,2.75,6.77,1.03,72.66,93.26
STU_11770,17,Female,High School,5.62,2.24,5.88,3.09,60.96,99.38
STU_11771,19,Male,College,5.31,3.47,5.12,0.81,55.74,95
STU_11772,19,Female,College,7.1,3.66,6.8,2.62,68.54,99.84
STU_11773,15,Male,High School,4.58,1.55,4.28,0.22,58.32,68.87
STU_11774,16,Male,High School,6.45,3.56,6.24,1.63,79.74,70.4
STU_11775,22,Male,University,5.39,2.34,7.92,0.45,65.23,71.53
STU_11776,19,Male,College,5.01,3.48,7.02,0.87,72.85,69.72
STU_11777,20,Male,College,3.5,5.45,7.06,0,63.28,79.67
STU_11778,14,Non-binary,High School,4.34,1.85,5.35,0,68.45,90.4
STU_11779,21,Male,College,4.38,0,5.24,0.59,65.47,93.46
STU_11780,19,Female,College,7.2,2.4,5.84,0.36,70.6,88.99
STU_11781,25,Non-binary,University,5.09,0.57,5.64,2.07,73.35,98.4
STU_11782,20,Female,College,2.24,2.97,6.59,0.12,68.11,76.35
STU_11783,18,Male,College,0.63,0.69,8.16,2.44,76.98,80.34
STU_11784,18,Female,College,1.66,2.3,7.57,0,76.99,79.05
STU_11785,21,Male,College,2.78,5.43,6.14,1.95,79.81,98.08
STU_11786,16,Male,High School,5.65,5.8,5.79,0.57,61.79,75.14
STU_11787,23,Female,University,2.95,3.15,6.19,0.02,70.89,85.21
STU_11788,23,Male,University,7.57,0.88,6.85,2.09,68.2,66.63
STU_11789,17,Non-binary,High School,1.43,4.07,9.95,3.45,80.27,98.89
STU_11790,21,Female,College,6.16,1.66,5.63,2.33,76.89,99.65
STU_11791,13,Male,High School,0,0,6.58,1.57,86.84,98.13
STU_11792,16,Male,High School,1.71,6.02,6.82,3.34,64.78,94.52
STU_11793,19,Female,College,2.02,2.48,5.72,1.98,73.11,99.7
STU_11794,23,Female,University,1.99,3.49,7.5,1.16,69.38,94.46
STU_11795,21,Female,College,2.91,1.91,9.62,0,84.25,96.81
STU_11796,25,Male,University,6.47,3.46,8.65,0,62.23,79.5
STU_11797,23,Male,University,6.29,1.01,5.95,2.12,76.08,97.84
STU_11798,24,Male,University,1.98,2.29,5.85,0.7,74.92,93.17
STU_11799,25,Male,University,4.01,4.15,7.7,0,70.95,87.74
STU_11800,22,Male,University,5.64,2.18,7.38,1.63,71.18,91.12
STU_11801,18,Male,College,4.04,0.98,7.37,0.96,60.8,88.1
STU_11802,24,Male,University,8.44,4.16,5.63,0.66,60.73,51.64
STU_11803,20,Female,College,5.46,1.85,7.14,0.17,79,89.62
STU_11804,25,Female,University,2.34,1.81,6.69,0,65.2,82.09
STU_11805,21,Male,College,2.59,0.47,7.86,0,68.83,90.63
STU_11806,22,Female,University,2.08,5.29,7.07,0,76.67,72.43
STU_11807,16,Female,High School,2.75,4.42,6.54,2.41,81.71,92.8
STU_11808,13,Female,High School,4.55,2.04,7.57,3.77,83.46,91.25
STU_11809,20,Female,College,3.91,0.93,5.38,0.98,74.36,98.15
STU_11810,14,Male,High School,3.33,3.72,7.63,0,58.44,90.36
STU_11811,23,Male,University,5.95,3.22,7.38,1.12,68.34,99.6
STU_11812,13,Male,High School,5.36,1.76,5.52,2.82,84.07,81.62
STU_11813,25,Male,University,0.55,2.33,6.11,1.53,72.06,99.46
STU_11814,19,Female,College,1.31,3.56,4.87,2.08,72.18,90.8
STU_11815,24,Female,University,2.04,2.91,7.95,1.83,83.99,99.16
STU_11816,22,Male,University,2.48,3.17,6.88,1.11,86.47,77.53
STU_11817,21,Female,College,2.9,2.97,5.55,1.66,63.9,88.72
STU_11818,23,Female,University,3.49,3.81,7.83,0.18,77.62,85.27
STU_11819,24,Male,University,5.39,1.5,6.05,1.07,78.46,91.12
STU_11820,24,Female,University,1.69,2.79,6.11,1.4,79.21,88.36
STU_11821,21,Male,College,2.59,1.2,8.45,0,69.9,99.8
STU_11822,15,Female,High School,0.54,1.33,6.24,1.3,73.71,82.52
STU_11823,18,Male,College,2.2,5.93,6.47,0.18,87.33,68.12
STU_11824,19,Male,College,3.98,0,6.54,0,69.78,67.47
STU_11825,22,Female,University,2.26,3.7,6.51,1.25,68.77,99.68
STU_11826,21,Female,College,1.92,7.39,5.65,0,72.23,73.02
STU_11827,14,Male,High School,3.22,5.68,7.59,0.82,87.35,88.53
STU_11828,20,Female,College,5.09,3.51,6.19,1.18,75.12,77.25
STU_11829,19,Female,College,2.2,5.94,6.1,1.8,62.01,99.06
STU_11830,16,Male,High School,7.05,3.22,6.04,2.86,74.33,96.18
STU_11831,14,Male,High School,2.38,1.97,6.14,0,81.78,78.58
STU_11832,20,Female,College,3.46,2.54,7.47,1.08,71.81,95.72
STU_11833,23,Male,University,7.39,4.12,5.66,2.45,60.23,87.1
STU_11834,17,Female,High School,5.94,6.24,7.29,0.39,67.27,87.33
STU_11835,18,Female,College,4.15,4.41,8.94,1.45,81.63,99.51
STU_11836,23,Female,University,5.43,2.34,5.43,0.5,51.68,68.18
STU_11837,19,Non-binary,College,1.33,1.35,4.64,0.13,71.64,93.02
STU_11838,22,Male,University,9.02,0,5.95,3.03,76.46,98.51
STU_11839,13,Male,High School,1.46,2.25,6.08,1.47,58.73,89.51
STU_11840,20,Female,College,5.02,0.64,5.61,1.84,79.21,92.95
STU_11841,16,Female,High School,7.31,4.17,5.23,2.63,79.2,99.98
STU_11842,25,Male,University,5.16,2.05,6.91,1.71,74.9,99.41
STU_11843,21,Male,College,4.37,4.25,3.98,2.41,70.78,86.33
STU_11844,13,Female,High School,7.1,6.81,6.75,1.34,66.26,93.09
STU_11845,23,Male,University,6.05,2.27,7.97,1.87,72.09,94.95
STU_11846,14,Male,High School,3.28,2.79,5.64,0.43,77.39,98.15
STU_11847,18,Female,College,8.36,3.15,4.95,1.05,67.81,69.17
STU_11848,23,Non-binary,University,2.64,1.99,6.91,0.77,73.56,86.02
STU_11849,22,Female,University,8.56,2.71,5.64,0.91,67.05,84.29
STU_11850,23,Female,University,5.98,1.87,6.37,0,81.48,89.36
STU_11851,13,Male,High School,3.52,4.94,6.46,1.21,58.55,88.08
STU_11852,16,Female,High School,1.95,2.11,6.14,1.62,69.96,97.83
STU_11853,20,Male,College,4.9,0.25,6.61,0.41,57.62,74.47
STU_11854,22,Non-binary,University,2.96,0.41,6.04,1.9,74.03,81.46
STU_11855,17,Female,High School,4.77,0.99,7.32,0.71,83.09,70.01
STU_11856,25,Female,University,6.41,1.69,5.72,1.42,61.12,74.26
STU_11857,21,Female,College,6.71,4.08,4.44,2.77,80.68,85.87
STU_11858,23,Male,University,7.97,3.96,4.12,0,51.78,73.37
STU_11859,23,Non-binary,University,1.94,4.11,6.83,0.32,76.52,98.39
STU_11860,18,Male,College,5.1,2.53,6.4,2.38,68.24,96.44
STU_11861,13,Male,High School,0.96,4.29,6.03,0.49,66.37,86.75
STU_11862,18,Male,College,4.51,2.06,7.65,1.36,76.64,83.64
STU_11863,18,Female,College,0.62,0,9.27,1.12,80.46,90.81
STU_11864,25,Female,University,9.8,4.21,7.09,0,48.15,98.69
STU_11865,18,Male,College,7.74,1.27,7.95,0.72,70.8,72.65
STU_11866,20,Male,College,0.65,2.11,8.33,0.36,61.46,94.75
STU_11867,18,Female,College,2.93,1.85,7.7,1.49,77.14,93.33
STU_11868,17,Male,High School,6.31,3.44,7.12,1.96,76.76,96.53
STU_11869,23,Female,University,5.09,2.79,7.27,0,78.85,80.59
STU_11870,14,Female,High School,4.55,2.09,6.75,0.43,82.81,67.62
STU_11871,16,Female,High School,5.13,5.38,6.58,0,70.54,54.84
STU_11872,22,Female,University,6.63,2.34,6.55,1.06,76.76,79.42
STU_11873,17,Male,High School,9.52,2.07,8.16,0.54,59.77,83.89
STU_11874,22,Non-binary,University,1.67,3.95,6.94,1.87,70.98,97.55
STU_11875,16,Male,High School,3.99,4.6,6.59,1.49,63.73,92.25
STU_11876,14,Male,High School,0,4.1,8.43,1.73,70.71,87.66
STU_11877,19,Male,College,4.37,1.42,7.16,0.47,59.17,98
STU_11878,22,Non-binary,University,8.6,3.16,6.65,1.88,44.28,86.7
STU_11879,22,Female,University,5.68,2.65,6.54,1.71,83.67,99.73
STU_11880,14,Male,High School,6.43,2.15,6.42,1.47,81.77,89.23
STU_11881,13,Female,High School,4.95,0.82,7.81,0.92,67.05,89.84
STU_11882,17,Male,High School,2.7,2.9,4.77,2.71,78.05,98.56
STU_11883,24,Non-binary,University,0.66,4.46,7.22,1.94,73.54,99.42
STU_11884,25,Male,University,8.13,5.43,3.64,1.08,53.12,89.07
STU_11885,13,Female,High School,3.38,4.58,4.51,0,67.3,81.2
STU_11886,13,Female,High School,4.05,1.69,4.04,2.43,78.2,86.52
STU_11887,13,Male,High School,0,0.82,8.06,4.43,85.81,98.29
STU_11888,18,Female,College,2.88,0,5.58,0.72,80.77,89.96
STU_11889,21,Male,College,4.83,4.4,5.54,0.56,76.88,81.84
STU_11890,22,Female,University,5.35,3.98,7.31,0.5,82.78,77.98
STU_11891,25,Female,University,8.52,1.5,5.64,0.4,55.54,73.24
STU_11892,23,Female,University,3.87,1.14,6.14,0.31,71.69,73.05
STU_11893,24,Male,University,4.23,4.78,7.78,3.26,82.66,97.89
STU_11894,13,Non-binary,High School,8.3,4.25,6.34,1.73,74.94,81.26
STU_11895,17,Male,High School,7.43,4.83,5.41,1.13,74.23,82.29
STU_11896,21,Female,College,0.98,3.51,7.4,2.38,80.8,97.48
STU_11897,21,Female,College,8.12,3.66,4.51,1.77,64.53,59.3
STU_11898,13,Female,High School,0.49,0,6.67,0.38,73.9,63.42
STU_11899,20,Female,College,5.68,1.83,8.24,0.83,83.39,87.56
STU_11900,13,Male,High School,6.38,6.14,4.32,1.28,56.93,88.01
STU_11901,20,Female,College,4.97,1.48,5.77,1.9,76.54,98.33
STU_11902,13,Male,High School,3.56,2.89,6.21,1.92,84.1,90.91
STU_11903,24,Male,University,3.38,5.3,5.7,1.23,74.88,94.61
STU_11904,17,Female,High School,0,4.07,7.52,0,68.07,91.59
STU_11905,20,Female,College,4.88,0.76,6.86,0,63.62,85.82
STU_11906,18,Male,College,4.58,0.39,7.41,0.52,70.51,93.99
STU_11907,21,Female,College,8.15,5.33,6.42,2.1,76.77,83.62
STU_11908,13,Male,High School,3.82,3.83,7.18,1.25,58.78,76.58
STU_11909,21,Male,College,3.18,3.14,8.35,1.15,86.34,84.09
STU_11910,13,Male,High School,3.22,3.4,7.84,0.45,67.52,89.92
STU_11911,22,Female,University,2.4,1.83,6.68,1.06,84.71,87.4
STU_11912,22,Female,University,3.36,0.9,8.63,2.27,76.38,84.62
STU_11913,15,Female,High School,1.92,3.29,6.16,1.31,87.39,86.54
STU_11914,13,Male,High School,6.03,1.42,5.92,1.21,65.71,98.12
STU_11915,15,Female,High School,5.5,1.44,6.63,0,72.23,87.27
STU_11916,24,Male,University,0.86,1.84,8.18,0,82.59,86.74
STU_11917,23,Female,University,4.74,3.91,6.75,2.1,76.23,91.73
STU_11918,25,Female,University,7.29,1.24,6.1,1.02,68.44,88.02
STU_11919,14,Male,High School,7.14,1.08,6.15,0.64,74.37,71.6
STU_11920,14,Female,High School,1.9,0.79,8.51,0.29,78.21,88.39
STU_11921,21,Non-binary,College,7.83,2.22,6.03,0,57.11,87.15
STU_11922,20,Male,College,3.18,4.32,7.45,0.92,80.66,96.44
STU_11923,13,Female,High School,4.55,2.24,3.9,0.55,70.06,92.64
STU_11924,24,Female,University,3.62,2.5,4.49,1.66,75.42,86.59
STU_11925,16,Male,High School,1.49,2.84,8.54,2.67,72.11,98.65
STU_11926,25,Female,University,2.55,1.91,4.05,2.4,77.71,82.62
STU_11927,13,Female,High School,7.61,0.86,4.08,0,68.33,72.21
STU_11928,13,Male,High School,7.68,1.72,6.18,1.22,72.59,88.63
STU_11929,24,Male,University,6.2,1.48,7.48,2.82,78.21,86.94
STU_11930,24,Non-binary,University,3.94,2.34,4.05,1.41,69.57,85.06
STU_11931,16,Female,High School,9,1.69,5.94,1.9,59.32,93.83
STU_11932,14,Male,High School,6.97,2.91,7.09,2.58,79.31,81.83
STU_11933,15,Male,High School,4.21,2.3,5.99,1.44,79.37,79.93
STU_11934,23,Female,University,0,1.38,7.02,0.71,81.86,99.9
STU_11935,21,Male,College,6.65,5.12,6.94,1.38,79.42,98.26
STU_11936,14,Male,High School,7.6,3.36,6.25,0,64.25,57.18
STU_11937,16,Female,High School,5.57,2.13,6.33,1.33,70.58,80.84
STU_11938,13,Female,High School,0,1.53,6.37,2.06,75.77,87.03
STU_11939,14,Male,High School,5,4.15,5.49,0,85.14,80.63
STU_11940,17,Male,High School,9.94,0.94,6.27,0,53.75,74.6
STU_11941,22,Female,University,4.12,5.03,6,2.13,79.49,97.85
STU_11942,13,Male,High School,9.41,0,4.94,0,77.62,77.6
STU_11943,23,Male,University,6.26,7.48,4.4,0,64.35,92.71
STU_11944,19,Male,College,4.62,1.74,3.95,1.56,78.37,97.82
STU_11945,16,Male,High School,8.01,0.16,5.44,0,70.98,89.93
STU_11946,18,Male,College,2.98,1.3,6.91,1.21,85.45,79.79
STU_11947,20,Non-binary,College,1.41,1.94,8.57,2.21,70.87,99.47
STU_11948,25,Male,University,1.46,1.49,8.16,2.14,84.14,97.41
STU_11949,18,Male,College,5.02,3.14,5.98,2.07,71.77,87.42
STU_11950,14,Male,High School,5.61,3.01,5.76,1.48,82.85,88.33
STU_11951,13,Female,High School,2.79,8.22,5.52,2.6,65.65,96.54
STU_11952,20,Female,College,7.55,2.66,4.15,0.15,66.67,95.01
STU_11953,20,Male,College,4.72,0.11,5.21,0.92,57.07,93.22
STU_11954,21,Female,College,6.57,2.19,5.77,0.85,51.48,85
STU_11955,18,Male,College,2.8,2.75,6.57,0,74.54,66.97
STU_11956,24,Female,University,4.05,1.58,6.25,1.18,78.06,95.99
STU_11957,13,Male,High School,0.09,3.66,5.73,2.77,85.22,98.85
STU_11958,21,Male,College,3.8,3.88,5.94,1.54,79.27,88.08
STU_11959,24,Male,University,5.06,1.36,5.44,1.93,69.11,97.59
STU_11960,25,Male,University,3.1,1.87,8.32,1.04,81.31,87.61
STU_11961,15,Female,High School,4.35,0,7.76,2.2,80.61,89.88
STU_11962,23,Male,University,5.1,0.93,6.42,0.22,55.55,89.78
STU_11963,18,Female,College,3.16,2.02,8.22,1.54,88.21,97.56
STU_11964,22,Male,University,3.84,2.75,7.13,3.87,70.15,90.96
STU_11965,25,Female,University,2.67,2.26,7.08,2.3,87.25,95.88
STU_11966,22,Male,University,2.15,0.98,7.16,1.2,76.65,96.49
STU_11967,23,Female,University,7.57,4.49,4.05,0,66.41,69.61
STU_11968,24,Male,University,0.92,4.31,7.46,3.09,79.6,98.53
STU_11969,21,Male,College,6.63,4.49,7.16,3.3,75.18,99.9
STU_11970,23,Male,University,1.09,5.29,7.48,3.79,78.44,97.16
STU_11971,25,Female,University,8.28,0.73,6.3,1.43,82.71,91.27
STU_11972,15,Female,High School,5.94,3.27,6.73,0,73.03,69.81
STU_11973,17,Male,High School,3.57,4.14,7.22,0.54,77.55,98.09
STU_11974,25,Male,University,6.55,6.29,6.53,2.63,46.32,96.83
STU_11975,17,Male,High School,7.22,5.19,6.49,0.96,59.12,74.24
STU_11976,22,Male,University,5.95,2.04,8.06,1.35,79.92,97.07
STU_11977,19,Female,College,5.68,0,6.05,0.92,79.9,97.95
STU_11978,16,Male,High School,5.06,0.32,6.41,1.23,78.02,79.98
STU_11979,23,Male,University,8.04,3.71,6.89,0,64.36,84.62
STU_11980,16,Female,High School,4.44,2.61,7.22,0,62.17,88.05
STU_11981,19,Male,College,4.8,1.24,7.13,0,67.42,66.13
STU_11982,21,Male,College,6.66,0,7.9,0.58,74.22,67.77
STU_11983,23,Female,University,3.7,4.09,4.9,0,55.02,62.75
STU_11984,16,Male,High School,7.25,0.42,6.88,2.84,66.69,86.37
STU_11985,16,Female,High School,6.73,5.05,5.35,0.93,54.38,78.74
STU_11986,18,Female,College,11.61,0.7,6.53,0,49.15,71.34
STU_11987,18,Male,College,4.19,1.7,6.06,1.81,69.27,88.07
STU_11988,19,Male,College,6,1.3,7.58,0.28,58.85,85.77
STU_11989,13,Male,High School,5.67,3.64,7.72,3.21,89.23,94.57
STU_11990,25,Male,University,6.53,1.29,5.57,1.17,72.47,74.33
STU_11991,23,Female,University,4.32,2.12,5.21,1.79,78.16,98.62
STU_11992,15,Male,High School,5.66,1.87,6.91,1.88,63.81,83.58
STU_11993,21,Female,College,4.86,0.92,8.18,0,73.73,86.85
STU_11994,18,Female,College,6.65,2.53,8.05,0,67.91,81.25
STU_11995,18,Female,College,0,2.98,9.27,2.99,78.75,99.55
STU_11996,17,Female,High School,3.9,3.77,5.4,2.12,83.09,98.59
STU_11997,23,Female,University,9.8,3.6,5.27,2.24,48.29,84.45
STU_11998,15,Female,High School,8.35,3.79,5,0.13,51.94,90.12
STU_11999,23,Female,University,5.26,0,6.53,2.72,68.11,96.43
STU_12000,17,Male,High School,5.98,2.46,6.6,3.41,75,92.03
STU_12001,13,Female,High School,5.8,0.89,7.61,0.39,70.84,82.01
STU_12002,15,Female,High School,6.08,2.52,7.05,1.1,86.37,91.11
STU_12003,16,Male,High School,2.31,2.75,8.36,2.5,84.29,96.26
STU_12004,17,Non-binary,High School,2.84,2.87,6.35,2.55,82.07,97.55
STU_12005,22,Female,University,2.87,0,8.8,3.89,81.39,95.62
STU_12006,21,Female,College,3.39,6.81,6.27,2.16,62.95,91.88
STU_12007,16,Male,High School,8.44,6.64,6.02,0.57,79.6,99.25
STU_12008,15,Non-binary,High School,1.58,1.38,8.99,2.14,76.03,98.36
STU_12009,22,Female,University,9.41,0.5,3.79,0,75.28,89.38
STU_12010,13,Female,High School,5.51,7.62,5.99,2.83,72.72,97.38
STU_12011,25,Female,University,1.58,4.49,4.72,1.18,70.89,89.41
STU_12012,22,Male,University,3.08,3.85,4.94,0.49,84.46,88.58
STU_12013,18,Male,College,5.6,0.3,6.7,0.03,83.32,67.8
STU_12014,19,Female,College,1.27,5.4,5.62,0.99,70.5,96.38
STU_12015,22,Male,University,3.63,0.94,7.39,0,77.25,86.91
STU_12016,20,Female,College,1.66,2.17,7.12,1.06,84.82,88.06
STU_12017,24,Male,University,6.09,4.98,5.22,0.65,71.8,71.56
STU_12018,13,Male,High School,1.7,1.76,5.2,0.56,63.24,91.86
STU_12019,24,Male,University,0.73,2.92,8.48,1.2,70.64,93.17
STU_12020,16,Male,High School,8.16,4.61,6.02,0.94,53.18,68.96
STU_12021,23,Male,University,3.74,0.32,5.89,0.21,61.97,87.49
STU_12022,17,Male,High School,3.52,4.59,5.58,1.73,88.84,87.41
STU_12023,14,Male,High School,5.68,5.39,4.81,0.35,72.33,94.83
STU_12024,13,Female,High School,4.43,2.38,6.71,0.35,85.17,84.85
STU_12025,20,Female,College,2.44,4.72,7.6,2.57,78.73,94.73
STU_12026,18,Male,College,2.97,1.1,7.46,1.92,73.47,99.79
STU_12027,17,Female,High School,6.3,0,8.02,3,81.46,97.96
STU_12028,25,Male,University,2.09,0,7.54,1.58,82.38,95
STU_12029,21,Male,College,4.41,3.42,8.3,1.45,73.91,97.11
STU_12030,25,Female,University,8.67,3.32,5.81,1.88,60.71,82.01
STU_12031,23,Male,University,3.76,1.45,4.54,0.18,77.61,93.77
STU_12032,25,Male,University,7.58,4.61,4.35,0.34,77.32,93.34
STU_12033,23,Male,University,1.98,1.34,6.64,2.74,81.83,90.99
STU_12034,14,Non-binary,High School,4.96,0.26,6.34,1.47,75.99,98.92
STU_12035,22,Male,University,7.62,0.79,5.43,0,65.49,96.03
STU_12036,24,Female,University,3.07,5.04,7.17,2.97,74.9,98.14
STU_12037,20,Male,College,9.29,4.01,7.03,0,65.35,75.86
STU_12038,23,Male,University,4.37,2.2,3.91,1.79,66.8,85.91
STU_12039,22,Female,University,1.59,2.01,7.95,1.38,62.39,90.57
STU_12040,25,Male,University,7.01,1.48,5.67,0,70.56,77
STU_12041,21,Female,College,8.46,0,4.18,0.64,40.63,70.26
STU_12042,13,Female,High School,1.38,0,5.71,2.04,77.83,98.37
STU_12043,19,Male,College,5.6,2.25,5.81,1.23,69.55,80.43
STU_12044,20,Male,College,2.82,3.56,6,0.96,62.54,97.58
STU_12045,15,Female,High School,1.95,1.91,5.87,1.09,81.27,81.08
STU_12046,16,Male,High School,2.3,0,5.57,2.1,85.57,98.64
STU_12047,25,Male,University,5.03,5.43,8.47,1.84,80.6,79.42
STU_12048,15,Male,High School,7.73,0.03,6.41,0.81,79.32,72.68
STU_12049,19,Female,College,4.35,2.53,7.3,2.12,81.08,91.52
STU_12050,21,Female,College,5.55,2.79,7.56,2.47,71.98,86.37
STU_12051,15,Female,High School,3.12,6.72,5.71,1.52,78.25,76.67
STU_12052,25,Male,University,4.18,0.8,6.5,0,76.15,86.74
STU_12053,18,Female,College,2.33,2.58,7.08,1.83,84.74,87.74
STU_12054,20,Male,College,0,2.82,5.9,2.32,71.85,99.26
STU_12055,18,Male,College,3.22,0.45,5.69,1.65,68.89,81.23
STU_12056,14,Female,High School,7.32,3.04,8.62,0,81.86,83.38
STU_12057,25,Female,University,0,1.71,10.38,0.93,82.92,95.46
STU_12058,19,Female,College,7.25,1.94,4.34,2.38,72.26,97.98
STU_12059,14,Male,High School,5.32,1.2,7.23,2.06,63.33,91.17
STU_12060,14,Female,High School,4.15,4.62,7.04,2.35,73.75,99.15
STU_12061,14,Female,High School,3.19,2.27,7.1,2.68,85.04,98.12
STU_12062,23,Male,University,5.7,1.06,5.48,0.05,77.15,84.54
STU_12063,13,Male,High School,8,0,5.1,0,65.2,81.97
STU_12064,23,Male,University,5.14,5.89,7.67,2.33,62.84,97.29
STU_12065,13,Male,High School,3.97,2.64,8.79,0,75.3,85.3
STU_12066,19,Female,College,10.22,4.38,4.79,2.62,41.86,79.98
STU_12067,25,Male,University,4.72,4.73,4.65,1.28,85.06,83.41
STU_12068,24,Female,University,0.4,3.17,6.86,1.08,69.95,85.01
STU_12069,17,Female,High School,5.32,4.14,5.69,0.6,54.71,86.07
STU_12070,23,Female,University,3.03,4.78,5.6,0.59,80.72,76.67
STU_12071,15,Male,High School,3.62,0.63,6.58,1.77,86.03,98.18
STU_12072,13,Non-binary,High School,7.7,4.11,6.92,0.75,72.66,91.57
STU_12073,23,Male,University,6.69,3.01,7.22,1.94,74.52,98.74
STU_12074,22,Female,University,0.09,0.9,7.67,2.84,79.34,97.68
STU_12075,18,Female,College,0.18,4.05,7.52,1.11,84.6,85.31
STU_12076,23,Male,University,4.85,0.77,6.97,1.7,78.62,91.37
STU_12077,13,Female,High School,6.93,3.49,5.33,1.3,68.15,86.85
STU_12078,21,Female,College,0,3.01,8.74,1.13,85.45,92.94
STU_12079,14,Female,High School,6.95,1.33,4.69,0,52.22,93.03
STU_12080,13,Female,High School,10.5,5.8,5.7,0,46.36,76.04
STU_12081,24,Female,University,7.47,4.06,6.39,2.27,66.45,84.15
STU_12082,19,Male,College,2.52,1.05,9.38,0.98,82.09,78.2
STU_12083,18,Female,College,6.11,4.76,4.65,1.35,56.24,80.66
